Name,Inventory Icon,Caption,Caption 2,Caption 3,Object Map Link,Element,Fusable,Destroyed on Hit (Fused),Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Additional Element Attack Power (Burst),Additional Element Attack Power (Melee Projecile),Additional Element Attack Power (Melee Projecile from Rod),Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Replace Sharpness,Fuse Can Cut,Fuse Shatters Rock,Fuse Adds Shield Bash Attack,Fuse Disables Torch,Mineru Fuse Durability,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Effect Time Boost Duration,Cooking Critical Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Forest Dweller Cooldown (After Equip),Forest Dweller Cooldown (After Attack),Zonai Dispenser Capsule Count (1),Zonai Dispenser Capsule Count (2),Zonai Dispenser Capsule Count (3),Zonai Dispenser Capsule Count (4),Zonai Dispenser Capsule Count (5),Name (Japanese),Caption (Japanese),IsUsable,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,Internal Fuse SubTypes,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Ice Keese Wing,#REF!,"A rare Ice Keese wing. Don't let its pretty,
frozen surface fool you. It blasts out a
dangerous, freezing frost when stimulated.",-,-,-,Ice,TRUE,FALSE,2,2,2,2,2,20,-,-,Long Throw,Ice Attack,Ice Burst,Cold,FALSE,FALSE,FALSE,TRUE,FALSE,5,-,-,-,00:40,-,8,32,-,Blue,0,39,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,アイスキースの羽,"珍しいアイスキースの羽
表面は凍りついたように キラキラと輝いている
刺激を受けると 周りに冷気を振りまく",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,LongThrow,ChemicalAttackIce,ChemicalExplosionIce,ShieldBash,Cold]",Item_Enemy_46,Enemy,13,1391,-,144
Electric Keese Wing,#REF!,"A rare Electric Keese wing. It's electrically
charged and will shock everything around it
when stimulated.",-,-,-,Electric,TRUE,FALSE,2,2,2,2,2,20,-,-,Long Throw,Electric Attack,Electric Burst,-,FALSE,FALSE,FALSE,TRUE,FALSE,5,-,-,-,00:40,-,8,32,-,Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,エレキースの羽,"珍しいエレキースの羽 発電器官は無いが
電気を溜め込んでいて 刺激を与えると放出し
周りのものをシビレさせる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,LongThrow,ChemicalAttackElectric,ChemicalExplosionElectric,ShieldBash]",Item_Enemy_45,Enemy,13,1390,-,145
Aerocuda Wing,#REF!,"A large, wide Aerocuda wing. Arrows and
thrown weapons fly farther with this item
attached, even in a slight wind.",-,-,Aerocuda Wing,-,TRUE,FALSE,4,4,4,4,-,-,-,-,Long Throw,-,-,-,FALSE,FALSE,FALSE,FALSE,TRUE,5,-,-,-,00:40,-,6,24,-,Yellow,0,48,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,カックーダの羽,"カックーダが落とした大きな羽
軽量で幅が広く 武器や矢につければ
ほんのわずかな風で遠くまで飛ばす事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,LongThrow]",Item_Enemy_124,Enemy,13,1389,-,146
Gibdo Wing,#REF!,"A wing that catches the light. Arrows and
thrown weapons fly farther with this item
attached. Cook it with a critter to make an
elixir.",-,-,Gibdo Wing,-,TRUE,FALSE,8,8,7,8,-,-,-,-,Long Throw,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,-,-,-,00:40,-,6,24,-,Navy,0,24,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ギブドの羽,"光の加減で不気味に輝く羽 武器や矢に付けると
風を受けて遠くに飛ばせるようにできる
また 虫と煮込んで 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,LongThrow,ShieldSurfingslipperinessDown]",Item_Enemy_123,Enemy,13,1388,-,147
Gleeok Wing,#REF!,"This aerodynamic wing segment from a
Gleeok is thin and light but extremely sturdy.
Arrows and thrown weapons fly farther with
this item attached.",-,-,Gleeok Wing,-,TRUE,FALSE,24,25,19,24,-,-,-,-,Long Throw,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,5,-,-,-,00:40,-,38,152,-,Green,0,36,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,グリオークの羽,"グリオークが飛行する際に使う 整流効果のある羽
薄く軽いが非常に丈夫で これを付けた武器や矢は
風に乗せて遠くまで飛ばす事ができる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,LongThrow]",Item_Enemy_156,Enemy,13,1387,-,148
Molduga Fin,#REF!,"A sturdy, wing-like dorsal fin with a thick
membrane that regulates wind resistance.
Arrows and thrown weapons fly farther with
this item attached. It also works well in elixirs.",-,-,-,-,TRUE,FALSE,12,12,10,12,-,-,-,-,Long Throw,-,-,-,FALSE,FALSE,FALSE,FALSE,TRUE,10,-,-,-,01:20,10%,30,120,-,Brown,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,モルドラジークの背びれ,"翼のような膜をもつ丈夫な背びれ 風の流れを
整える働きがあり 武器や矢に付けると遠くに
飛ばす事ができる また 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[Blunt,ShieldSurfingslipperinessDown,TorchNoBurning,LongThrow]",Item_Enemy_24,Enemy,13,1386,-,149
Bokoblin Horn,#REF!,"A sharp horn with multiple barbs. Attach it to
a weapon to increase its attack power, or
cook it with a critter to make an elixir.",-,-,Bokoblin Horn,-,TRUE,FALSE,4,4,4,4,4,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,3,12,-,Light Yellow,0,15,Blue Bokoblin Horn,1200,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ボコブリンの角,"鋭利な突起が複数ある角 
武器に付けると攻撃力が上がる
また 虫と煮込んで薬の材料にもできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_77,EnemyBlade,14,600,271,150
Blue Bokoblin Horn,#REF!,"A two-pronged horn with sharp edges and
tips. Attach it to a weapon to moderately
increase its attack power, or brew it into an
elixir.",-,-,Blue Bokoblin Horn,-,TRUE,FALSE,7,7,6,7,7,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,5,20,-,Gray,0,15,Black Bokoblin Horn,1733,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青ボコブリンの角,"外側が鋭利な二又の角 武器に付けると 
二つの先端を同時に突き刺す形となるため
攻撃力がそこそこ上がる また 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_78,EnemyBlade,14,595,272,151
Black Bokoblin Horn,#REF!,"A vicious, three-pronged horn. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to make an elixir.",-,-,Black Bokoblin Horn,-,TRUE,FALSE,17,17,13,17,17,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,9,36,-,Yellow,0,15,Silver Bokoblin Horn,3200,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒ボコブリンの角,"先端が三又状になった角 武器に付けて振るうと
複数の刃で斬る形になり 攻撃力がかなり上がる 
また 煎じて虫と煮込む事で 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_79,EnemyBlade,14,590,273,152
Silver Bokoblin Horn,#REF!,"A large, blade-like horn with a unique flourish
on the tip. It's sharper than it looks. Attach it
to a weapon to vastly increase attack power,
or cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,31,32,24,31,31,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,25,100,-,Light Yellow,0,24,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀ボコブリンの角,"先端にユニークな装飾が付いた 大きな刃物状の角
見た目と裏腹に鋭く 武器に付けると攻撃力が
すごく上がる 虫と煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_80,EnemyBlade,14,585,274,153
Boss Bokoblin Horn,#REF!,"The band on this sword-shaped horn shows
that it belonged to a leader. Attach it to a
weapon to increase its attack power, or cook
it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,10,10,8,10,10,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,14,52,-,Light Yellow,0,9,Blue Boss Bokoblin Horn,2000,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ボスボコブリンの角,"群れのリーダーの証である帯が巻かれた 剣状の角
武器に付けて攻撃力を上げる事ができるほか
虫と煮込んで 薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_64,EnemyBlade,14,580,275,154
Blue Boss Bokoblin Horn,#REF!,"An axe-shaped horn with a band to identify it
as belonging to a leader. Attach it to a
weapon to moderately increase attack power,
or cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,16,16,13,16,16,-,-,-,Make Anything Cut,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,26,104,-,Gray,0,9,Black Boss Bokoblin Horn,2933,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青ボスボコブリンの角,"リーダーを示す帯が巻かれた 斧状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込めば薬を作る事もできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,TreeCutter]",Item_Enemy_132,EnemyBlade,14,575,276,155
Black Boss Bokoblin Horn,#REF!,"A double-edged, axe-shaped horn with two
leader bands. Attach it to a weapon to greatly
increase attack power, or cook it with a
critter to make an elixir.",-,-,-,-,TRUE,FALSE,27,28,21,27,27,-,-,-,Make Anything Cut,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,36,144,-,Yellow,0,9,Silver Boss Bokoblin Horn,4533,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒ボスボコブリンの角,"リーダーの証の帯を2本もつ 両刃の斧状の角 
武器に付ければ攻撃力がかなり上がる
また 虫と煮込んで薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,TreeCutter]",Item_Enemy_133,EnemyBlade,14,570,277,156
Silver Boss Bokoblin Horn,#REF!,"A circular, serrated horn. The neatly tied strap
contains arcane power. Attach it to a weapon
to vastly increase attack power, or cook it
with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,37,38,28,37,37,-,-,-,Make Anything Cut,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,44,176,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀ボスボコブリンの角,"側面が鋭利な環状の角 丁寧に結ばれた帯は
魔力が宿っており 武器に付けると攻撃力が　
すごく上がる  虫と煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,TreeCutter]",Item_Enemy_134,EnemyBlade,14,565,278,157
Lizalfos Horn,#REF!,"A thin, sharp, knife-like horn. Attach it to a
weapon to increase its attack power, or cook
it with a critter to brew an elixir.",-,-,Lizalfos Horn,-,TRUE,FALSE,8,8,7,8,8,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,8,32,-,Light Yellow,0,9,Blue Lizalfos Horn,1733,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,リザルフォスの角,"薄く研ぎ澄まされたナイフ状の角
武器に付けると攻撃力を上げる事ができる
また 虫と煮込めば 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_106,EnemyBlade,14,560,283,158
Blue Lizalfos Horn,#REF!,"A very long, sword-like horn. Attach it to a
weapon to moderately increase its attack
power, or cook it with a critter to brew an
elixir.",-,-,Blue Lizalfos Horn,-,TRUE,FALSE,16,16,13,16,16,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,10,40,-,Gray,0,15,Black Lizalfos Horn,2933,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青リザルフォスの角,"天を突くように長く伸びた刀状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込んで 薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_107,EnemyBlade,14,555,284,159
Black Lizalfos Horn,#REF!,"A blade-like, serrated horn. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to brew an elixir.",-,-,-,-,TRUE,FALSE,26,27,20,26,26,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Yellow,0,15,Silver Lizalfos Horn,4400,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,黒リザルフォスの角,"複数の切れ込みが入った刃物状の角
武器に付けると攻撃力がかなり上がる
また 薬の材料として使う事もできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_108,EnemyBlade,14,550,285,160
Silver Lizalfos Horn,#REF!,"A sickle-shaped horn that looks like it could
slice anything it touches. Attach it to a
weapon to vastly increase its attack power, or
cook it with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,34,35,26,34,34,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,30,120,-,Crimson,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀リザルフォスの角,"触れるだけで何でも切り裂けそうな鎌状の角
武器に付けると 攻撃力がすごく上がる
また 虫と煮込む事で 薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_109,EnemyBlade,14,545,289,161
Fire-Breath Lizalfos Horn,#REF!,"A horn that glows red with the power of fire.
Cook it with a critter to make an elixir. The
right combination could draw out the blazing
power contained within.",-,-,Fire-Breath Lizalfos Horn,Fire,TRUE,FALSE,15,15,12,15,15,20,-,-,Fire Attack,Fire Burst,Warm,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Red,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,火吹きリザルフォスの角,"炎の力を蓄え 赤熱した角
虫と煮込むと 薬の材料になり 工夫次第で
蓄えた炎の力を引き出す事も可能",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackFire,Warm,ShieldBash,ChemicalExplosionFire,ShieldBashAnmChange]",Item_Enemy_58,EnemyBlade,14,540,286,162
Ice-Breath Lizalfos Horn,#REF!,"The freezing power embedded in this horn's
crystal tip can be used to your advantage if
you know how. Otherwise, cook it with a
critter to make an elixir.",-,-,Ice-Breath Lizalfos Horn,Ice,TRUE,FALSE,15,15,12,15,15,20,-,-,Ice Attack,Ice Burst,Cold,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Light Blue,0,30,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,雹吐きリザルフォスの角,"先端の結晶に凍てつく冷気の力を蓄えた角
虫と煮込むと 薬の材料になり
使い方次第で その冷気を利用する事もできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackIce,Cold,ShieldBash,ChemicalExplosionIce,ShieldBashAnmChange]",Item_Enemy_59,EnemyBlade,14,535,287,163
Electric Lizalfos Horn,#REF!,"A horn charged with as much electricity as a
bolt of lightning. Cook it with a critter to
make an elixir. It will discharge electricity
when stimulated.",-,-,Electric Lizalfos Horn,Electric,TRUE,FALSE,15,15,12,15,15,20,-,-,Electric Attack,Electric Burst,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,15,60,-,Yellow,0,33,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,シビレリザルフォスの角,"ほとばしる稲妻に匹敵する電気を蓄積した角
虫と煮込めば 薬の材料として使えるほか
刺激を与えると放電する性質も利用価値がある",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ChemicalAttackElectric,ShieldBash,ChemicalExplosionElectric,ShieldBashAnmChange]",Item_Enemy_60,EnemyBlade,14,530,288,164
Lynel Saber Horn,#REF!,"This blade-like Lynel horn is extremely sharp.
It increases a weapon's attack power when
attached. Cook it with a critter to make an
elixir.",-,-,Lynel Saber Horn,-,TRUE,FALSE,22,23,17,22,22,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,40,160,-,Brown,0,6,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,ライネルの刃角,"ライネルの双角の片方である刃物状の角
非常に鋭く 武器に付けると攻撃力が上がる
また 虫と煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_148,EnemyBlade,14,525,294,165
Blue-Maned Lynel Saber Horn,#REF!,"The sharp, blade-like horn of a Blue-Maned
Lynel. Attach it to a weapon to moderately
increase its attack power. Cook it with a
critter to make an elixir.",-,-,Blue-Maned Lynel Saber Horn,-,TRUE,FALSE,33,34,25,33,33,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,70,280,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,青髪ライネルの刃角,"青髪のライネルの双角の片方 全体が鋭い刃物状で
武器に付けると攻撃力がそこそこ上がる
虫と煮込んで薬の材料にする事もできる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_149,EnemyBlade,14,520,296,166
White-Maned Lynel Saber Horn,#REF!,"This blade-like horn of a White-Maned Lynel
can slash through just about anything. Attach
it to a weapon to greatly increase attack
power. Cook with a critter to make an elixir.",-,-,-,-,TRUE,FALSE,44,46,34,44,44,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,90,360,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白髪ライネルの刃角,"白髪のライネルの双角の片方 連なる刃物の形状が
触れた物を切り裂き 武器に付けるとかなり
攻撃力が上がる 虫と煮込めば薬の材料にもなる",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_150,EnemyBlade,14,515,298,167
Silver Lynel Saber Horn,#REF!,"This piercing horn is sharpened to a point for
maximum poking. Attach it to a weapon to
vastly increase its attack power. Cook it with
a critter to make an elixir.",-,-,-,-,TRUE,FALSE,55,57,42,55,55,-,-,-,-,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,00:40,-,150,600,-,Black,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,0,0,0,0,0,白銀ライネルの刃角,"極限まで研ぎ澄まされた 長く鋭い角 斬れ味は
申し分なく 武器に付けると攻撃力がすごく上がる
煎じて虫と煮込めば 薬の材料としても使える",FALSE,CookEnemy,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange]",Item_Enemy_151,EnemyBlade,14,510,300,168
Soldier Construct Horn,#REF!,"A blade-like horn from a Soldier Construct.
It's very sharp, so handle with care.",-,-,Soldier Construct Horn,-,TRUE,FALSE,3,3,3,3,3,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,2,8,-,Green,0,15,Soldier Construct II Horn,1066,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,兵隊ゴーレムの角,"兵隊ゴーレムの頭部にある 刃物状の角 
とても鋭いため 取り扱うには注意が必要だ",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_166,EnemyBlade,14,505,302,169
Soldier Construct II Horn,#REF!,"A sharp, hooked horn dropped from a Soldier
Construct II. It's well suited for slicing through
small branches and plants. Attach it to a
weapon to moderately increase attack power.",-,-,Soldier Construct II Horn,-,TRUE,FALSE,8,8,7,8,8,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,4,16,-,Green,0,15,Soldier Construct III Horn,1866,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,兵隊ゴーレムの角(中等),"兵隊ゴーレム(中等)の頭部にある ナタのような角
小枝の伐採や 草花の刈り取りに向いた形状で
武器に付けると 攻撃力がそこそこ上がる",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_167,EnemyBlade,14,500,303,170
Soldier Construct III Horn,#REF!,"A serrated horn from a Soldier Construct III.
Attach it to a weapon to greatly increase
attack power. It can cut through plants and
large trees.",-,-,Soldier Construct III Horn,-,TRUE,FALSE,18,18,14,18,18,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,10,40,-,Green,0,15,Soldier Construct IV Horn,3333,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,兵隊ゴーレムの角(上等),"兵隊ゴーレム(上等)の頭部にある ノコギリ状の角
武器に付けると 攻撃力がかなり上がり
草花だけではなく 大きな樹木の伐採にも役立つ",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_168,EnemyBlade,14,495,304,171
Soldier Construct IV Horn,#REF!,"A horn embedded with a sharp disk. The disk
spins mysteriously and can slice through
almost anything. Attach the horn to a weapon
and vastly increase its attack power.",-,-,-,-,TRUE,FALSE,24,25,19,24,24,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,24,96,-,Green,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,兵隊ゴーレムの角(特等),"鋭い刃を持つ 円盤が付いた角
円盤部分は 不思議な力で回転し 触れた物を
切断する 武器に付けるとすごく攻撃力が上がる",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_169,EnemyBlade,14,490,305,172
Captain Construct I Horn,#REF!,"This wavy, double-edged, blade-like horn is
formidable when it comes to slashing. Attach
it to a weapon to increase attack power.",-,-,Captain Construct I Horn,-,TRUE,FALSE,5,5,4,5,5,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,3,12,-,Green,0,15,Captain Construct II Horn,1333,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,隊長ゴーレムの角,"隊長ゴーレムの頭部にある 波打つ両刃状の角
鋭利で 刃物の代わりに使うには申し分なく
武器に付けると攻撃力を上げる事ができる",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_67,EnemyBlade,14,485,306,173
Captain Construct II Horn,#REF!,"A sharp, blade-like horn with a split tip that
easily slices anything it touches. Attach it to a
weapon to moderately increase attack power.",-,-,Captain Construct II Horn,-,TRUE,FALSE,15,15,12,15,15,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,9,36,-,Green,0,15,Captain Construct III Horn,2800,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,隊長ゴーレムの角(中等),"先端が左右に分かれ 鉤状になった鋭い角
触れるものを 簡単に切り裂く威力をもつ
武器に付けると 攻撃力がそこそこ上がる",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_191,EnemyBlade,14,480,307,174
Captain Construct III Horn,#REF!,"A sharp, blade-like horn with a complex tip.
It looks almost decorative. Attach it to a
weapon to greatly increase attack power.",-,-,Captain Construct III Horn,-,TRUE,FALSE,25,26,19,25,25,-,-,-,Zonai,-,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,10,-,-,-,-,-,12,48,-,Green,0,15,Captain Construct IV Horn,4266,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1,2,3,4,5,隊長ゴーレムの角(上等),"先端が まるで装飾されたような
複雑な形状をした 鋭利な刃物状の角
武器に付けると 攻撃力がかなり上がる",FALSE,CookGolem,-,-,-,-,"[ShieldSurfingslipperinessDown,TorchNoBurning,ShieldBash,ShieldBashAnmChange,Zonau]",Item_Enemy_192,EnemyBlade,14,475,308,175
